flight,orig_index,time,GPS_TOW,navalt,alt,ax,ay,az,ias,h,navvn,navve,navvd,vn,ve,vd,p,q,r,label
104,10979,219.5800018,580570,312.2222242,314.6474304,2.802237272,0.2643655837,-11.42302895,13.70739174,61.79971313,-14.82040596,5.327887535,1.299468756,-14.77804375,5.443922997,1.231964707,0.1661749333,0.319039017,0.5070968866,0
104,10980,219.6000061,580570,312.1962348,314.6474304,2.704195261,0.1663237065,-11.65179348,13.76821613,72.01393127,-14.89285183,5.154307842,1.354380727,-14.77804375,5.443922997,1.231964707,0.1661749333,0.3286383152,0.496624887,0
104,10981,219.6199951,580570,312.1691472,314.6474304,2.67151475,0.1336430907,-11.61911297,13.70270157,67.19740295,-14.96215725,4.977166653,1.40554142,-14.77804375,5.443922997,1.231964707,0.1478489637,0.3443462849,0.4870255888,0
104,10982,219.6399994,580570,312.1410364,314.6474304,2.638834,0.06828185171,-11.35766792,14.00886822,67.19740295,-15.0292387,4.799727917,1.457325697,-14.77804375,5.443922997,1.231964707,0.1338863373,0.3574362695,0.4809169173,0
104,10983,219.6600037,580570,312.1118898,314.6474304,2.736876011,0.231684953,-11.55375099,14.13220406,67.19740295,-15.09379768,4.626007557,1.512045741,-14.77804375,5.443922997,1.231964707,0.12341436,0.3670355678,0.4713176191,0
104,10984,219.6799927,580570,312.0816489,314.6474304,2.834917784,0.2643655837,-11.74983501,13.83806515,65.44649506,-15.15880299,4.446182728,1.567433,-14.77804375,5.443922997,1.231964707,0.1111970544,0.3679082394,0.4686996341,0
104,10985,219.6999969,580570,312.0503003,314.6474304,2.67151475,-0.02976001054,-11.52107048,13.87054157,63.69587708,-15.2241497,4.261913776,1.621442914,-14.77804375,5.443922997,1.231964707,0.1094517261,0.371398896,0.4652089775,0
104,10986,219.7200012,580570,312.0178714,314.6474304,2.508111715,-0.06244063005,-11.52107048,14.16400433,63.69587708,-15.28451443,4.083917618,1.67411685,-14.77804375,5.443922997,1.231964707,0.1199237034,0.3827435374,0.4678269625,0
104,10987,219.7400055,580570,311.9843891,314.6474304,2.442750454,-0.02976001054,-11.32498741,14.00428009,63.69587708,-15.33990955,3.905439377,1.726561069,-14.77804375,5.443922997,1.231964707,0.1312683374,0.3879795372,0.4739356041,0
104,10988,219.7599945,580570,311.9498579,314.6474304,2.67151475,0.1663237065,-11.48838997,13.90294075,65.44649506,-15.39211082,3.728713036,1.782369971,-14.77804375,5.443922997,1.231964707,0.1338863373,0.3914701939,0.4678269625,0
104,10989,219.7799988,580570,311.9142105,314.6474304,2.67151475,0.002920609433,-11.48838997,14.16854095,65.44649506,-15.44683743,3.545914173,1.839910388,-14.77804375,5.443922997,1.231964707,0.1461036354,0.4071781337,0.4704449475,0
104,10990,219.8000031,580570,311.8774123,314.6474304,2.442750454,-0.1931631118,-11.55375099,14.20026016,65.44649506,-15.49990559,3.364214897,1.895416737,-14.77804375,5.443922997,1.231964707,0.1434856504,0.4185227752,0.4695723057,0
104,10991,219.8200073,580570,311.8395039,314.6474304,2.442750454,-0.06244063005,-11.68447399,14.3309164,70.11624146,-15.54676914,3.183233738,1.947311997,-14.77804375,5.443922997,1.231964707,0.1443583071,0.4316127598,0.4669542909,0
104,10992,219.8399963,580570,311.8005577,314.6474304,2.540792227,-0.1931631118,-11.74983501,14.3309164,68.21890259,-15.59134865,2.997689724,2.00011611,-14.77804375,5.443922997,1.231964707,0.1635569334,0.4481933713,0.4643363059,0
104,10993,219.8600006,580570,311.7605554,314.6474304,2.540792227,-0.160482496,-12.37076664,14.39803219,52.46980286,-15.63599396,2.811691999,2.050683498,-14.77804375,5.443922997,1.231964707,0.2124261558,0.466519326,0.4652089775,0
104,10994,219.8800049,580570,311.7195417,314.6474304,2.606153488,0.1009624675,-12.46880913,14.42479038,69.09455109,-15.67791557,2.614609718,2.09462142,-14.77804375,5.443922997,1.231964707,0.2490780652,0.4892086089,0.4652089775,0
104,10995,219.8999939,580570,311.6776493,314.6474304,2.573472977,-0.2258437276,-12.40344715,14.52248192,70.11624146,-15.71795654,2.411585331,2.142283916,-14.77804375,5.443922997,1.231964707,0.2839846611,0.5145158768,0.4678269625,0
104,10996,219.9199982,580570,311.6348036,314.6474304,2.67151475,-0.2912049592,-12.82829571,14.51805592,68.21890259,-15.75559139,2.212460995,2.186442852,-14.77804375,5.443922997,1.231964707,0.3232545555,0.5502951145,0.4695723057,0
104,10997,219.9400024,580570,311.5910747,314.6474304,2.508111715,-0.2258437276,-13.18778229,14.54901123,65.44649506,-15.79200554,2.005889177,2.225506783,-14.77804375,5.443922997,1.231964707,0.3345991969,0.5773477554,0.4748082757,0
104,10998,219.9600067,580570,311.5465646,314.6474304,2.704195261,-0.1278018653,-13.28582382,14.51805592,69.09455109,-15.82135201,1.791963696,2.262167215,-14.77804375,5.443922997,1.231964707,0.3407078385,0.6044003367,0.4826622605,0
104,10999,219.9799957,580570,311.5013212,314.6474304,2.769556522,-0.3892468214,-13.84139442,14.65025997,56.11330032,-15.85072231,1.573359728,2.300692797,-14.77804375,5.443922997,1.231964707,0.359033823,0.615745008,0.4957522154,0
104,11000,220,580570,311.4553074,314.6474304,2.704195261,-0.2258437276,-14.10283947,14.49146938,65.44649506,-15.87750912,1.347352982,2.32974267,-14.77804375,5.443922997,1.231964707,0.3511798382,0.6148723364,0.5053515434,0
104,11001,220.0200043,580570,311.4087125,314.6474304,2.802237272,-0.1278018653,-14.00479794,14.58430767,72.74390411,-15.89806271,1.114157319,2.359593153,-14.77804375,5.443922997,1.231964707,0.311909914,0.6096363664,0.5158235431,0
104,11002,220.0399933,580570,311.3615207,314.6474304,2.704195261,-0.4219274521,-14.13551998,14.7420969,63.69587708,-15.91654778,0.8797257543,2.393695831,-14.77804375,5.443922997,1.231964707,0.2796213329,0.6201083064,0.5297861695,0
104,11003,220.0599976,580570,311.3136468,314.6474304,2.802237272,-0.2912049592,-14.16820049,14.52690697,70.9920578,-15.93005466,0.6457993984,2.422591448,-14.77804375,5.443922997,1.231964707,0.239478752,0.6131269932,0.5350221395,0
104,11004,220.0800018,580570,311.2651949,314.6474304,2.769556522,-0.2585243583,-14.13551998,14.3309164,67.19740295,-15.94098663,0.4084847867,2.454456329,-14.77804375,5.443922997,1.231964707,0.2002088428,0.6035276651,0.5498574376,0
104,11005,220.1000061,580570,311.2161058,314.6474304,2.736876011,-0.1931631118,-14.36428452,14.46039104,63.69587708,-15.94744968,0.1707301736,2.488098383,-14.77804375,5.443922997,1.231964707,0.1766469032,0.6052730083,0.5594567657,0
104,11006,220.1199951,580570,311.1663438,314.6474304,2.736876011,-0.2912049592,-14.56036854,14.46039104,63.69587708,-15.94844627,-0.07179063559,2.520895004,-14.77804375,5.443922997,1.231964707,0.1530849636,0.5974190235,0.5646927357,0
104,11007,220.1399994,580570,311.1159259,314.6474304,2.736876011,-0.3238855898,-14.65841007,14.429245,70.9920578,-15.94535542,-0.3168360293,2.550516605,-14.77804375,5.443922997,1.231964707,0.1382496655,0.5764750838,0.5708013773,0
104,11008,220.1600037,580570,311.0649156,314.6474304,2.802237272,-0.3238855898,-15.01789665,14.58430767,63.69587708,-15.93828011,-0.5634102821,2.579056263,-14.77804375,5.443922997,1.231964707,0.1190510392,0.5616397858,0.5830187201,0
104,11009,220.1799927,580570,311.0133345,314.6474304,2.704195261,-0.06244063005,-15.08325863,14.68531322,52.46980286,-15.92725182,-0.8163335919,2.604146004,-14.77804375,5.443922997,1.231964707,0.08763511479,0.5380778313,0.5952360034,0
104,11010,220.1999969,580570,310.9612516,314.6474304,2.769556522,-0.1278018653,-14.56036854,14.68531322,61.79971313,-15.90912247,-1.072437882,2.63306284,-14.77804375,5.443922997,1.231964707,0.03876589239,0.5075345635,0.606580615,0
104,11011,220.2200012,580570,310.9085903,314.6474304,2.638834,-0.2585243583,-14.39696503,14.95418453,61.79971313,-15.89160442,-1.320046067,2.667294264,-14.77804375,5.443922997,1.231964707,0.008222630247,0.4909539521,0.6144345999,0
104,11012,220.2400055,580570,310.8552444,314.6474304,2.736876011,-0.3565662205,-14.20088196,15.02706528,59.90389633,-15.87011623,-1.562675953,2.701123953,-14.77804375,5.443922997,1.231964707,-0.03191994131,0.4865906239,0.6240339279,0
104,11013,220.2599945,580570,310.8012219,314.6474304,2.540792227,-0.1278018653,-13.97211742,15.12085915,69.09455109,-15.84913921,-1.801737309,2.735778809,-14.77804375,5.443922997,1.231964707,-0.06508120149,0.4822272956,0.633633256,0
104,11014,220.2799988,580570,310.7465064,314.6474304,2.508111715,-0.160482496,-13.84139442,15.08681965,65.44649506,-15.82165909,-2.037585258,2.776182413,-14.77804375,5.443922997,1.231964707,-0.1069691032,0.4830999672,0.6362512112,0
104,11015,220.3000031,580570,310.6909827,314.6474304,2.442750454,-0.06244063005,-14.16820049,15.20562363,67.19740295,-15.79187202,-2.2702806,2.81713748,-14.77804375,5.443922997,1.231964707,-0.1322763711,0.5049166083,0.6379965544,0
104,11016,220.3200073,580570,310.63464,314.6474304,2.344708443,-0.2258437276,-13.80871391,15.23096085,63.69587708,-15.75587654,-2.507698298,2.855238199,-14.77804375,5.443922997,1.231964707,-0.1610743105,0.5223698616,0.638869226,0
104,11017,220.3399963,580570,310.5775352,314.6474304,2.148624897,0.2970461845,-14.07015896,15.29411888,61.79971313,-15.71869659,-2.73631525,2.893899679,-14.77804375,5.443922997,1.231964707,-0.1619469672,0.5354598165,0.6406145692,0
104,11018,220.3600006,580570,310.5196572,314.6474304,2.442750454,0.06828185171,-14.36428452,15.44464397,63.69587708,-15.67021275,-2.971103668,2.936578035,-14.77804375,5.443922997,1.231964707,-0.1436210126,0.5511677861,0.6397418976,0
104,11019,220.3800049,580570,310.4609256,314.6474304,2.508111715,-0.06244063005,-14.20088196,15.29411888,63.69587708,-15.62401772,-3.209630489,2.971946001,-14.77804375,5.443922997,1.231964707,-0.1427483559,0.559021771,0.6406145692,0
104,11020,220.3999939,580570,310.4014867,314.6474304,2.24666667,0.1336430907,-14.20088196,15.4154911,61.79971313,-15.57810783,-3.443938255,3.006435871,-14.77804375,5.443922997,1.231964707,-0.1252950579,0.5721117854,0.638869226,0
104,11021,220.4199982,580570,310.341358,314.6474304,2.279347181,-0.02976001054,-14.52768803,15.56070995,65.44649506,-15.52331638,-3.676319838,3.042438745,-14.77804375,5.443922997,1.231964707,-0.09562446177,0.5843290687,0.6327605844,0
104,11022,220.4400024,580570,310.2805092,314.6474304,2.344708443,-0.1278018653,-14.46232605,15.38628197,61.79971313,-15.46528244,-3.91097331,3.071178198,-14.77804375,5.443922997,1.231964707,-0.0668265298,0.5930557251,0.6310152411,0
104,11023,220.4600067,580570,310.2190857,314.6474304,2.475430965,-0.02976001054,-14.23356247,15.61841965,58.00842285,-15.40655136,-4.143126965,3.098566055,-14.77804375,5.443922997,1.231964707,-0.06595386565,0.5921830535,0.6135619283,0
104,11024,220.4799957,580570,310.1571144,314.6474304,2.279347181,0.1990043223,-14.39696503,15.68001461,63.69587708,-15.34765244,-4.37298727,3.129969835,-14.77804375,5.443922997,1.231964707,-0.09824245423,0.5956736803,0.6048353314,0
104,11025,220.5,580570,310.094515,314.6474304,2.083263636,0.4277686775,-14.59304905,15.61841965,64.42526245,-15.27924728,-4.60376215,3.161729574,-14.77804375,5.443922997,1.231964707,-0.1357670277,0.5886923671,0.5900000334,0
104,11026,220.5200043,580570,310.0312804,314.6474304,2.24666667,0.5584911704,-14.59304905,15.53177547,66.32190704,-15.20110607,-4.835557461,3.193215847,-14.77804375,5.443922997,1.231964707,-0.1645649672,0.6026549935,0.5812733769,0
104,11027,220.5399933,580570,309.967416,314.6474304,2.508111715,0.3950880468,-14.62572956,15.88360214,63.69587708,-15.12147999,-5.068586826,3.226144791,-14.77804375,5.443922997,1.231964707,-0.1837635934,0.6139996648,0.5681834221,0
104,11028,220.5599976,580571,309.7825121,311.6805115,2.47429657,0.2975023985,-14.4561882,15.61841965,62.528965,-14.92991924,-4.571574211,3.744954109,-14.91731739,-4.445013523,3.859280825,-0.224756524,0.6078951359,0.5551013947,0
104,11029,220.5800018,580571,309.707613,311.6805115,2.572338343,0.06873806566,-14.39082718,15.73728466,61.79971313,-14.85155582,-4.799248695,3.773602486,-14.91731739,-4.445013523,3.859280825,-0.2806070745,0.6105130911,0.5367754698,0
104,11030,220.6000061,580571,309.632141,311.6805115,2.408935308,0.003376828274,-14.78299427,16.03258896,63.69587708,-14.77479172,-5.023247242,3.798362732,-14.91731739,-4.445013523,3.859280825,-0.3216223121,0.6297117472,0.5167042017,0
104,11031,220.6199951,580571,309.5561737,311.6805115,2.278212786,0.1340993047,-15.07711983,15.82686234,61.79971313,-14.69052505,-5.247583866,3.814898014,-14.91731739,-4.445013523,3.859280825,-0.3635101914,0.6270937324,0.5088502169,0
104,11032,220.6399994,580571,309.4798758,311.6805115,2.245532274,0.3628636599,-15.17516232,15.76991749,63.69587708,-14.59814358,-5.472593784,3.827201843,-14.91731739,-4.445013523,3.859280825,-0.4036527872,0.6131311059,0.5018689036,0
104,11033,220.6600037,580571,309.4033317,311.6805115,2.114809752,0.3955442607,-15.5346489,16.00450897,65.44649506,-14.49986267,-5.697526932,3.839281082,-14.91731739,-4.445013523,3.859280825,-0.4525219798,0.5930598378,0.494014889,0
104,11034,220.6799927,580571,309.3265461,311.6805115,2.08212924,0.5262667537,-15.73073292,15.88360214,56.11330032,-14.39424896,-5.922539234,3.844258308,-14.91731739,-4.445013523,3.859280825,-0.501391232,0.5598985553,0.488778919,0
104,11035,220.6999969,580571,309.2496609,311.6805115,2.245532274,0.591628015,-15.50196838,16.000494,63.69587708,-14.28336239,-6.147437572,3.84572506,-14.91731739,-4.445013523,3.859280825,-0.5380431414,0.5249919891,0.4922695756,0
104,11036,220.7200012,580571,309.1727464,311.6805115,2.147490263,0.5262667537,-15.56732941,16.25547981,55.23874283,-14.17471504,-6.369115829,3.848779917,-14.91731739,-4.445013523,3.859280825,-0.5598597527,0.5127746463,0.4896515608,0
104,11037,220.7400055,580571,309.0957708,311.6805115,2.04944849,0.5262667537,-15.4039259,15.81467724,59.90389633,-14.06383896,-6.586493969,3.846703529,-14.91731739,-4.445013523,3.859280825,-0.5712043643,0.5040480494,0.488778919,0
104,11038,220.7599945,580571,309.0188368,311.6805115,2.016767979,0.493586123,-15.04443932,16.17225647,64.42526245,-13.95223522,-6.797356606,3.843521833,-14.91731739,-4.445013523,3.859280825,-0.5624777079,0.5171380043,0.4879062474,0
104,11039,220.7799988,580571,308.9419663,311.6805115,1.951406598,0.4609055221,-14.78299427,16.22382545,61.79971313,-13.84307861,-7.000163078,3.841779947,-14.91731739,-4.445013523,3.859280825,-0.5319344997,0.5485539436,0.4791795909,0
104,11040,220.8000031,580571,308.8651307,311.6805115,2.04944849,0.4609055221,-14.75031376,16.14442062,60.92467499,-13.73508739,-7.195618153,3.84017539,-14.91731739,-4.445013523,3.859280825,-0.4743386209,0.5747338533,0.4704529643,0
104,11041,220.8200073,580571,308.7883272,311.6805115,2.180171013,0.3955442607,-14.71763325,16.25547981,66.32190704,-13.62790585,-7.388878822,3.836565018,-14.91731739,-4.445013523,3.859280825,-0.4062707722,0.590441823,0.4521269798,0
104,11042,220.8399963,580571,308.7115959,311.6805115,2.114809752,0.2975023985,-15.04443932,16.24361801,61.79971313,-13.52248383,-7.579946995,3.830393791,-14.91731739,-4.445013523,3.859280825,-0.3059143424,0.6113857627,0.43641904,0
104,11043,220.8600006,580571,308.6349881,311.6805115,2.212851524,0.3628636599,-15.07711983,16.05661774,63.69587708,-13.41329384,-7.769433975,3.815650702,-14.91731739,-4.445013523,3.859280825,-0.2317378372,0.6157491207,0.4250743985,0
104,11044,220.8800049,580571,308.558675,311.6805115,2.408935308,0.2321411669,-15.24052334,16.04460907,58.00842285,-13.30253506,-7.958127975,3.799642801,-14.91731739,-4.445013523,3.859280825,-0.1863592863,0.6166217327,0.4050031006,0
104,11045,220.8999939,580571,308.4826822,311.6805115,2.441616058,0.1340993047,-15.66537094,16.42457008,60.92467499,-13.19246578,-8.147403717,3.778410435,-14.91731739,-4.445013523,3.859280825,-0.1793779582,0.6026591063,0.3875498176,0
104,11046,220.9199982,580571,308.407114,311.6805115,2.441616058,0.2321411669,-15.89413548,16.24757195,72.74390411,-13.07810116,-8.337557793,3.748161793,-14.91731739,-4.445013523,3.859280825,-0.1924679279,0.5694978833,0.3727145195,0
104,11047,220.9400024,580571,308.3321507,311.6805115,2.637699604,0.1994605511,-16.02485847,16.43630219,62.528965,-12.95827675,-8.527629852,3.714288235,-14.91731739,-4.445013523,3.859280825,-0.1933405995,0.5215013027,0.3552612066,0
104,11048,220.9600067,580571,308.257865,311.6805115,2.605019093,0.2321411669,-16.15558052,16.53374481,70.9920578,-12.83811951,-8.71881485,3.677057028,-14.91731739,-4.445013523,3.859280825,-0.1915952712,0.4673961103,0.3430439234,0
104,11049,220.9799957,580571,308.1843238,311.6805115,2.47429657,0.6243085861,-15.89413548,16.2712841,64.42526245,-12.71428204,-8.908114433,3.636762857,-14.91731739,-4.445013523,3.859280825,-0.2011945844,0.4193995595,0.3395532668,0
104,11050,221,580571,308.1115886,311.6805115,2.441616058,0.6896698475,-15.56732941,16.42065811,64.42526245,-12.58472061,-9.093348503,3.603790998,-14.91731739,-4.445013523,3.859280825,-0.1959585994,0.3853656352,0.3255906105,0
104,11051,221.0200043,580571,308.0395127,311.6805115,2.278212786,0.9511148334,-15.5346489,16.2712841,62.528965,-12.45585537,-9.273304939,3.575302362,-14.91731739,-4.445013523,3.859280825,-0.2055578977,0.3626763523,0.3212273121,0
104,11052,221.0399933,580571,307.9680067,311.6805115,2.04944849,0.9184342027,-15.17516232,16.29890251,68.21890259,-12.32093716,-9.450013161,3.549007893,-14.91731739,-4.445013523,3.859280825,-0.2256291956,0.3373690844,0.3151186407,0
104,11053,221.0599976,580571,307.8970265,311.6805115,2.343574047,0.5589473844,-14.61959171,16.41674423,60.92467499,-12.18658543,-9.61751461,3.526143074,-14.91731739,-4.445013523,3.859280825,-0.2518091202,0.3234064579,0.3046466708,0
104,11054,221.0800018,580571,307.8265037,311.6805115,2.08212924,0.6569892168,-14.71763325,16.58031273,73.61993408,-12.06511688,-9.78071785,3.506958485,-14.91731739,-4.445013523,3.859280825,-0.2806070745,0.3303877711,0.2976653576,0
104,11055,221.1000061,580571,307.7563645,311.6805115,1.755322933,0.7223504782,-14.26010418,16.38148117,64.42526245,-11.93819714,-9.93908596,3.485612154,-14.91731739,-4.445013523,3.859280825,-0.3006783426,0.3234064579,0.2889387012,0
104,11056,221.1199951,580571,307.6866523,311.6805115,2.147490263,0.4609055221,-13.80257607,16.41283035,61.79971313,-11.81105232,-10.08669853,3.470170259,-14.91731739,-4.445013523,3.859280825,-0.299805671,0.3356237411,0.2837027311,0
104,11057,221.1399994,580571,307.6172489,311.6805115,1.559239149,0.6569892168,-13.80257607,16.66534996,59.90389633,-11.69593906,-10.23353863,3.458313227,-14.91731739,-4.445013523,3.859280825,-0.2954423726,0.3618036807,0.2784667313,0
104,11058,221.1600037,580571,307.5480826,311.6805115,1.526558638,0.3628636599,-13.47577,16.39324379,61.79971313,-11.57192421,-10.36969662,3.446192503,-14.91731739,-4.445013523,3.859280825,-0.2727530897,0.3783843219,0.2636314332,0
104,11059,221.1799927,580571,307.4791587,311.6805115,1.657281041,0.4609055221,-13.73721504,16.57256126,62.528965,-11.45481777,-10.49863911,3.434426308,-14.91731739,-4.445013523,3.859280825,-0.2361011654,0.3949649334,0.2496687919,0
104,11060,221.1999969,580571,307.4104702,311.6805115,1.689961672,0.2648217976,-13.70453358,16.52985764,62.528965,-11.33489418,-10.63027191,3.418670416,-14.91731739,-4.445013523,3.859280825,-0.2107938975,0.4141635597,0.2461781353,0
104,11061,221.2200012,580571,307.3420968,311.6805115,1.62460041,0.3955442607,-13.50845051,16.46754646,59.0290184,-11.21809578,-10.75869179,3.400095463,-14.91731739,-4.445013523,3.859280825,-0.1977039278,0.4394708276,0.2348334938,0
104,11062,221.2400055,580571,307.2740949,311.6805115,1.722642303,0.1667799354,-13.83525658,16.6614933,64.42526245,-11.10007477,-10.8832674,3.385043144,-14.91731739,-4.445013523,3.859280825,-0.1566886902,0.4525608122,0.2357061654,0
104,11063,221.2599945,580571,307.206394,311.6805115,1.722642303,0.2321411669,-14.09670162,16.63834,55.23874283,-10.98268127,-11.00790596,3.361214399,-14.91731739,-4.445013523,3.859280825,-0.1331267357,0.4656507671,0.2357061654,0
104,11064,221.2799988,580571,307.1391697,311.6805115,1.886045456,0.5262667537,-14.19474316,16.57256126,68.21890259,-10.86102486,-11.13234711,3.33297348,-14.91731739,-4.445013523,3.859280825,-0.1226547658,0.4656507671,0.2304701805,0
104,11065,221.3000031,580571,307.0725103,311.6805115,1.984087229,0.2975023985,-14.55422974,16.74611664,58.00842285,-10.7345562,-11.25983238,3.305907965,-14.91731739,-4.445013523,3.859280825,-0.1095647961,0.4673961103,0.2287248522,0
104,11066,221.3200073,580571,307.0063921,311.6805115,1.788003564,0.3955442607,-15.0117588,16.77295303,62.528965,-10.60797405,-11.3873415,3.269682884,-14.91731739,-4.445013523,3.859280825,-0.1200367734,0.4586694539,0.2287248522,0
104,11067,221.3399963,580571,306.9409985,311.6805115,2.016767979,0.4609055221,-14.78299427,16.85701561,62.528965,-10.47272396,-11.51223087,3.225978136,-14.91731739,-4.445013523,3.859280825,-0.1278907508,0.448197484,0.2304701805,0
104,11068,221.3600006,580571,306.8764789,311.6805115,1.853364825,0.2975023985,-15.0117588,17.08416939,64.42526245,-10.33970642,-11.637743,3.186293125,-14.91731739,-4.445013523,3.859280825,-0.1313814074,0.4316168725,0.236578837,0
104,11069,221.3800049,580571,306.812753,311.6805115,1.755322933,0.3628636599,-15.17516232,16.90649033,57.13370895,-10.20469284,-11.75804901,3.139986038,-14.91731739,-4.445013523,3.859280825,-0.147089377,0.4071822464,0.236578837,0
104,11070,221.3999939,580571,306.7499533,311.6805115,1.788003564,0.3628636599,-14.81567478,16.90649033,54.21852112,-10.06548405,-11.87540245,3.090810537,-14.91731739,-4.445013523,3.859280825,-0.1802506298,0.3731483221,0.244432807,0
104,11071,221.4199982,580571,306.6881371,311.6805115,1.722642303,-0.029303791,-14.75031376,17.11422729,62.528965,-9.929440498,-11.98901558,3.046845913,-14.91731739,-4.445013523,3.859280825,-0.2142845541,0.346095711,0.254032135,0
104,11072,221.4400024,580571,306.6272002,311.6805115,1.788003564,0.3301830292,-14.71763325,16.90649033,65.44649506,-9.799248695,-12.09642982,2.998732567,-14.91731739,-4.445013523,3.859280825,-0.2605357766,0.3138071299,0.2583954334,0
104,11073,221.4600067,580571,306.5672255,311.6805115,1.886045456,0.4282248914,-14.55422974,17.03520966,57.13370895,-9.664206505,-12.20492268,2.95426631,-14.91731739,-4.445013523,3.859280825,-0.3102776706,0.3085711598,0.259268105,0
104,11074,221.4799957,580571,306.5081402,311.6805115,1.820684195,0.2975023985,-14.5869112,16.93686676,64.42526245,-9.530169487,-12.31294346,2.912654877,-14.91731739,-4.445013523,3.859280825,-0.3748548329,0.3050805032,0.2636314332,0
104,11075,221.5,580571,306.4498871,311.6805115,1.657281041,0.3955442607,-14.22742367,16.97475815,61.79971313,-9.397818565,-12.41701794,2.867845774,-14.91731739,-4.445013523,3.859280825,-0.4193607271,0.3094438016,0.2723580897,0
104,11076,221.5200043,580571,306.3925302,311.6805115,1.657281041,0.3955442607,-14.22742367,16.92168617,65.44649506,-9.266934395,-12.5147934,2.828672171,-14.91731739,-4.445013523,3.859280825,-0.4446680248,0.3076984882,0.2854480445,0
104,11077,221.5399933,580571,306.3359567,311.6805115,1.526558638,0.2975023985,-14.12938213,16.89508629,56.11330032,-9.137021065,-12.61030674,2.788037062,-14.91731739,-4.445013523,3.859280825,-0.456885308,0.3103164732,0.2871933877,0
104,11078,221.5599976,580572,305.9834101,307.8019714,1.623649716,0.2958879173,-13.95894814,16.97097206,58.00842285,-9.638629913,-12.30226231,3.487226486,-9.758268356,-12.20847416,3.64620471,-0.4727308452,0.3033571243,0.2938147187,0
104,11079,221.5800018,580572,305.9136656,307.8019714,1.689010859,0.5246522427,-13.99162865,17.08416939,58.00842285,-9.515705109,-12.39266014,3.44739604,-9.758268356,-12.20847416,3.64620471,-0.4875661433,0.2876491845,0.2981780469,0
104,11080,221.6000061,580572,305.8447177,307.8019714,1.590969086,0.4266104102,-13.89358616,16.93686676,72.01393127,-9.390463829,-12.48345375,3.407818794,-9.758268356,-12.20847416,3.64620471,-0.511128068,0.2649599016,0.2903240621,0
104,11081,221.6199951,580572,305.7765613,307.8019714,1.32952404,0.5573328733,-13.27265453,17.02766418,50.57569122,-9.268419266,-12.56924152,3.367363453,-9.758268356,-12.20847416,3.64620471,-0.5303267241,0.2309259772,0.2877060473,0
104,11082,221.6399994,580572,305.709214,307.8019714,1.460246563,0.2958879173,-13.10925198,17.31204414,62.528965,-9.149569511,-12.64641094,3.337333202,-9.758268356,-12.20847416,3.64620471,-0.5774505734,0.1846747398,0.2833427489,0
104,11083,221.6600037,580572,305.6424674,307.8019714,1.427565932,0.2958879173,-12.91316795,17.15921593,58.00842285,-9.039072037,-12.72211361,3.306262732,-9.758268356,-12.20847416,3.64620471,-0.6429004073,0.1235882193,0.2798520625,0
104,11084,221.6799927,580572,305.5763421,307.8019714,1.558288455,0.590013504,-12.42295837,17.11422729,63.69587708,-8.932057381,-12.79482555,3.277130127,-9.758268356,-12.20847416,3.64620471,-0.7118409276,0.05552038178,0.2772340775,0
104,11085,221.6999969,580572,305.5107995,307.8019714,1.296843529,0.3939297795,-12.12883282,17.13673592,59.90389633,-8.827383041,-12.86851978,3.257875681,-9.758268356,-12.20847416,3.64620471,-0.7912534475,-0.002948148409,0.2824700773,0
104,11086,221.7200012,580572,305.445642,307.8019714,1.166121006,0.4266104102,-11.47522068,17.24511719,59.90389633,-8.729546547,-12.93406487,3.240356445,-9.758268356,-12.20847416,3.64620471,-0.9046998024,-0.04832670838,0.2702527642,0
104,11087,221.7400055,580572,305.3808348,307.8019714,1.198801637,0.3939297795,-10.75624657,17.16296005,62.528965,-8.638634682,-12.99426842,3.23316741,-9.758268356,-12.20847416,3.64620471,-0.9989476204,-0.06927066296,0.2676347792,0
104,11088,221.7599945,580572,305.3161715,307.8019714,1.035398483,0.3939297795,-10.10263443,17.08416939,58.00842285,-8.557448387,-13.05187035,3.237076759,-9.758268356,-12.20847416,3.64620471,-1.085341454,-0.0779973045,0.265889436,0
104,11089,221.7799988,580572,305.25143,307.8019714,0.9700372815,0.9168196917,-9.677786827,17.08416939,59.90389633,-8.483710289,-13.10359478,3.251138687,-9.758268356,-12.20847416,3.64620471,-1.150791287,-0.08585128933,0.260653466,0
104,11090,221.8000031,580572,305.1864072,307.8019714,0.9046760201,0.7860972285,-9.449022293,17.37871552,58.00842285,-8.4069767,-13.15471458,3.275154114,-9.758268356,-12.20847416,3.64620471,-1.181334496,-0.07276131958,0.2484361529,0
104,11091,221.8200073,580572,305.1209041,307.8019714,0.773953557,0.6553747654,-9.089535713,17.37871552,62.528965,-8.337539673,-13.20244217,3.3005867,-9.758268356,-12.20847416,3.64620471,-1.17871654,-0.03436407447,0.2353461832,0
104,11092,221.8399963,580572,305.0548924,307.8019714,0.9700372815,0.8187778592,-8.664687157,17.19288063,59.90389633,-8.27580452,-13.24515057,3.330061436,-9.758268356,-12.20847416,3.64620471,-1.134210587,0.01188714989,0.22836487,0
104,11093,221.8600006,580572,304.9882911,307.8019714,0.773953557,0.6226941347,-8.599326134,17.53695297,56.11330032,-8.218297958,-13.29037476,3.367209435,-9.758268356,-12.20847416,3.64620471,-1.045198798,0.07122834772,0.2135295719,0
